cell_name,cell_type,x,y
drc_buf_sp213901,BUFx3_ASAP7_75t_SL,28764,15588
drc_buf_sp213913,BUFx3_ASAP7_75t_SL,20556,28278
drc_buf_sp215496,INVx5_ASAP7_75t_SL,13266,25308
drc_buf_sp225155,BUFx3_ASAP7_75t_SL,21042,28818
drc_buf_sp225156,BUFx3_ASAP7_75t_SL,20988,28278
drc_buf_sp225157,HB1xp67_ASAP7_75t_SL,20826,28818
drc_buf_sp41,INVx1_ASAP7_75t_SL,25146,17748
drc_buf_sp46,INVx1_ASAP7_75t_SL,30654,13698
drc_buf_sp48,INVx2_ASAP7_75t_SL,22716,29628
drc_buf_sp49,INVxp67_ASAP7_75t_SL,22554,29628
drc_bufs12,HB1xp67_ASAP7_75t_SL,40968,10728
drc_bufs15,HB1xp67_ASAP7_75t_SL,30060,34758
drc_bufs164353,INVx3_ASAP7_75t_R,15588,12348
drc_bufs164354,INVx1_ASAP7_75t_R,14454,12078
drc_bufs164361,HB1xp67_ASAP7_75t_SL,32544,2088
drc_bufs164364,HB1xp67_ASAP7_75t_SL,2574,22878
drc_bufs164367,HB1xp67_ASAP7_75t_SL,7056,21798
drc_bufs164370,HB1xp67_ASAP7_75t_SL,18990,25848
drc_bufs164373,HB1xp67_ASAP7_75t_SL,3600,18558
drc_bufs164376,HB1xp67_ASAP7_75t_SL,7272,13158
drc_bufs164379,HB1xp67_ASAP7_75t_SL,13752,11808
drc_bufs164382,HB1xp67_ASAP7_75t_SL,1818,33678
drc_bufs164385,HB1xp67_ASAP7_75t_SL,43992,11538
drc_bufs164388,HB1xp67_ASAP7_75t_SL,19638,13158
drc_bufs164393,INVx1_ASAP7_75t_R,24714,9648
drc_bufs164399,INVx1_ASAP7_75t_R,20934,29358
drc_bufs164405,INVx1_ASAP7_75t_R,38268,27738
drc_bufs164411,INVx1_ASAP7_75t_R,13914,29628
drc_bufs164417,INVx1_ASAP7_75t_R,16398,30168
drc_bufs164423,INVx1_ASAP7_75t_R,31140,15318
drc_bufs164429,INVx1_ASAP7_75t_R,21204,25848
drc_bufs164435,INVx1_ASAP7_75t_R,16722,13698
drc_bufs164441,INVx1_ASAP7_75t_R,21798,11538
drc_bufs164453,HB1xp67_ASAP7_75t_SL,18828,4788
drc_bufs164456,HB1xp67_ASAP7_75t_SL,24552,14778
drc_bufs164459,HB1xp67_ASAP7_75t_SL,2682,19908
drc_bufs164462,HB1xp67_ASAP7_75t_SL,8730,19098
drc_bufs164466,INVx1_ASAP7_75t_R,1386,29088
drc_bufs164469,INVx2_ASAP7_75t_R,13320,17478
drc_bufs164470,INVx1_ASAP7_75t_R,12618,17748
drc_bufs164472,INVx2_ASAP7_75t_R,20016,16668
drc_bufs164473,INVx1_ASAP7_75t_R,19746,16938
drc_bufs164475,INVx2_ASAP7_75t_R,13698,20448
drc_bufs164476,INVx1_ASAP7_75t_R,13482,20448
drc_bufs164478,INVx1_ASAP7_75t_R,13752,44478
drc_bufs164479,INVx1_ASAP7_75t_R,13320,44478
drc_bufs164481,INVx2_ASAP7_75t_R,13698,16668
drc_bufs164482,INVx1_ASAP7_75t_R,13536,16668
drc_bufs164484,INVx2_ASAP7_75t_R,16668,20448
drc_bufs164485,INVx1_ASAP7_75t_R,16290,20448
drc_bufs164487,INVx2_ASAP7_75t_R,16128,27738
drc_bufs164488,INVx1_ASAP7_75t_R,15966,27198
drc_bufs164490,INVx1_ASAP7_75t_R,16776,44208
drc_bufs164491,INVx1_ASAP7_75t_R,16614,43938
drc_bufs164493,INVx2_ASAP7_75t_R,17856,21258
drc_bufs164494,INVx1_ASAP7_75t_R,17694,21258
drc_bufs164496,INVx1_ASAP7_75t_R,16074,43938
drc_bufs164497,INVx1_ASAP7_75t_R,14994,43938
drc_bufs164499,INVx1_ASAP7_75t_R,1818,24498
drc_bufs164500,INVx1_ASAP7_75t_R,1818,24228
drc_bufs164502,INVx2_ASAP7_75t_R,12024,18288
drc_bufs164503,INVx1_ASAP7_75t_R,12294,18288
drc_bufs164505,INVx2_ASAP7_75t_R,16344,26388
drc_bufs164506,INVx1_ASAP7_75t_R,15804,26928
drc_bufs164508,INVx1_ASAP7_75t_R,44046,24498
drc_bufs164509,INVx1_ASAP7_75t_R,43884,24498
drc_bufs164511,INVx1_ASAP7_75t_R,1980,23148
drc_bufs164512,INVx1_ASAP7_75t_R,2196,23148
drc_bufs164514,INVx2_ASAP7_75t_R,16020,25578
drc_bufs164515,INVx1_ASAP7_75t_R,15318,25578
drc_bufs164517,INVx1_ASAP7_75t_R,44262,16938
drc_bufs164518,INVx1_ASAP7_75t_R,44100,16938
drc_bufs164520,INVx2_ASAP7_75t_R,20340,22608
drc_bufs164521,INVx1_ASAP7_75t_R,19206,22878
drc_bufs164523,INVx1_ASAP7_75t_R,1656,18558
drc_bufs164524,INVx1_ASAP7_75t_R,1656,18828
drc_bufs164526,INVx1_ASAP7_75t_R,1278,21798
drc_bufs164527,INVx1_ASAP7_75t_R,1224,21528
drc_bufs164529,INVx3_ASAP7_75t_R,3222,20448
drc_bufs164530,INVx1_ASAP7_75t_R,3060,20178
drc_bufs164532,INVx3_ASAP7_75t_R,7758,25848
drc_bufs164533,INVx1_ASAP7_75t_R,7542,25848
drc_bufs164535,INVx2_ASAP7_75t_R,32976,1008
drc_bufs164536,INVx1_ASAP7_75t_R,32760,2088
drc_bufs164538,INVx3_ASAP7_75t_R,8190,21528
drc_bufs164539,INVx1_ASAP7_75t_R,7272,21798
drc_bufs164541,INVx3_ASAP7_75t_R,14778,11808
drc_bufs164542,INVx1_ASAP7_75t_R,14238,11808
drc_bufs164544,INVx2_ASAP7_75t_R,2844,32868
drc_bufs164545,INVx1_ASAP7_75t_R,2574,32868
drc_bufs164547,INVx2_ASAP7_75t_R,20232,26388
drc_bufs164548,INVx1_ASAP7_75t_R,19368,26118
drc_bufs164550,INVx1_ASAP7_75t_R,44262,11808
drc_bufs164551,INVx1_ASAP7_75t_R,44208,11538
drc_bufs164553,INVx1_ASAP7_75t_R,19584,13428
drc_bufs164554,INVx1_ASAP7_75t_R,19746,13428
drc_bufs164556,INVx2_ASAP7_75t_R,24282,15048
drc_bufs164557,INVx1_ASAP7_75t_R,24552,15048
drc_bufs164559,INVx3_ASAP7_75t_R,3060,22878
drc_bufs164560,INVx1_ASAP7_75t_R,2790,22878
drc_bufs164562,INVx1_ASAP7_75t_R,3330,18828
drc_bufs164563,INVx1_ASAP7_75t_R,3438,18558
drc_bufs164565,INVx2_ASAP7_75t_R,7650,13698
drc_bufs164566,INVx1_ASAP7_75t_R,7434,13698
drc_bufs164571,INVxp33_ASAP7_75t_SL,20286,4788
drc_bufs164572,INVx1_ASAP7_75t_R,19206,4788
drc_bufs164574,INVx1_ASAP7_75t_R,16074,30438
drc_bufs164577,INVx1_ASAP7_75t_R,30114,15318
drc_bufs164580,INVx1_ASAP7_75t_R,20934,25578
drc_bufs164583,INVx1_ASAP7_75t_R,16398,13968
drc_bufs164586,INVx1_ASAP7_75t_R,21096,11808
drc_bufs164589,INVx1_ASAP7_75t_R,2736,20178
drc_bufs164590,INVx1_ASAP7_75t_R,2736,19368
drc_bufs164592,INVx1_ASAP7_75t_R,24120,9918
drc_bufs164595,INVx2_ASAP7_75t_R,9108,18558
drc_bufs164596,INVx1_ASAP7_75t_R,8838,18558
drc_bufs164598,INVx1_ASAP7_75t_R,20502,29628
drc_bufs164601,INVx1_ASAP7_75t_R,37728,27468
drc_bufs164604,INVx1_ASAP7_75t_R,13590,29898
drc_bufs189335,INVxp67_ASAP7_75t_R,16236,30438
drc_bufs189337,INVxp67_ASAP7_75t_R,29412,15318
drc_bufs189339,INVxp67_ASAP7_75t_R,21096,25578
drc_bufs189341,INVxp67_ASAP7_75t_R,24282,9918
drc_bufs189343,INVxp67_ASAP7_75t_R,37890,27468
drc_bufs189345,INVxp67_ASAP7_75t_R,20502,29088
drc_bufs190212,INVxp67_ASAP7_75t_R,16560,13968
drc_bufs190214,INVxp67_ASAP7_75t_R,21204,11268
drc_bufs190216,INVxp67_ASAP7_75t_R,13536,29358
drc_bufs213859,HB1xp67_ASAP7_75t_SL,27954,12618
drc_bufs6,BUFx3_ASAP7_75t_R,36648,12078
fopt,BUFx3_ASAP7_75t_R,32382,4788
fopt1,INVx1_ASAP7_75t_SL,22824,11808
fopt1322,INVx1_ASAP7_75t_SL,31194,33948
fopt1378,INVx1_ASAP7_75t_SL,36270,32058
fopt1385,BUFx2_ASAP7_75t_SL,38376,32598
fopt162394,INVx1_ASAP7_75t_SL,34704,5868
fopt162402,INVx1_ASAP7_75t_SL,29034,34218
fopt162413,INVx1_ASAP7_75t_SL,42102,33678
fopt162431,HB1xp67_ASAP7_75t_SL,28332,32598
fopt162437,BUFx3_ASAP7_75t_SL,39024,29898
fopt162699,INVx2_ASAP7_75t_SL,39348,35568
fopt162739,BUFx3_ASAP7_75t_R,15642,33408
fopt162752,INVx1_ASAP7_75t_R,17694,33408
fopt162754,HB1xp67_ASAP7_75t_SL,18828,33948
fopt162757,INVx1_ASAP7_75t_SL,17748,33138
fopt162758,INVx1_ASAP7_75t_R,34488,18018
fopt162760,INVxp67_ASAP7_75t_SL,34434,17748
fopt162854,BUFx3_ASAP7_75t_R,29088,5868
fopt162859,INVxp67_ASAP7_75t_SL,30492,6408
fopt162860,INVx3_ASAP7_75t_SL,32004,6678
fopt163534,INVxp67_ASAP7_75t_SL,15480,22878
fopt163538,INVx2_ASAP7_75t_SL,19206,17748
fopt163540,INVx1_ASAP7_75t_SL,15318,25848
fopt163741_dup,INVx11_ASAP7_75t_SL,14994,15858
fopt163801,INVxp67_ASAP7_75t_SL,31950,36648
fopt163956,INVx1_ASAP7_75t_SL,11106,15588
fopt163967,INVx4_ASAP7_75t_SL,36324,17478
fopt163968,INVx1_ASAP7_75t_SL,35082,16668
fopt163976,INVx1_ASAP7_75t_SL,36432,32058
fopt163978,BUFx2_ASAP7_75t_SL,39996,30438
fopt164030,INVx2_ASAP7_75t_SL,29736,21798
fopt164037,INVx3_ASAP7_75t_SL,37944,30978
fopt164092,BUFx3_ASAP7_75t_SL,28008,8838
fopt168634,INVx4_ASAP7_75t_SL,30276,7218
fopt168635,INVx4_ASAP7_75t_SL,24660,38268
fopt168636,INVx4_ASAP7_75t_SL,24660,37728
fopt168641,INVx4_ASAP7_75t_SL,36918,15858
fopt168642,INVx4_ASAP7_75t_SL,36918,15588
fopt168704,BUFx3_ASAP7_75t_R,14076,13158
fopt168784,INVx4_ASAP7_75t_SL,36540,34218
fopt168785,INVx4_ASAP7_75t_SL,36702,33948
fopt169158,INVxp33_ASAP7_75t_SL,19476,34488
fopt169162,INVxp67_ASAP7_75t_SL,22770,22338
fopt169190,INVxp67_ASAP7_75t_SL,31140,5328
fopt169192,INVx3_ASAP7_75t_SL,37944,32868
fopt169193,INVx1_ASAP7_75t_SL,37566,32328
fopt170775,INVx4_ASAP7_75t_SL,30600,7218
fopt171563,INVx4_ASAP7_75t_SL,26172,25848
fopt171564,INVx4_ASAP7_75t_SL,25848,25848
fopt172293,INVxp67_ASAP7_75t_SL,31734,36648
fopt173083,BUFx3_ASAP7_75t_SL,17100,38268
fopt173087,HB1xp67_ASAP7_75t_SL,16884,33948
fopt173234,INVx1_ASAP7_75t_SL,15318,33408
fopt173238,INVx1_ASAP7_75t_R,15318,32598
fopt173240,INVx1_ASAP7_75t_R,21258,12078
fopt173241,INVx1_ASAP7_75t_R,17856,29358
fopt173242,INVx1_ASAP7_75t_SL,18126,29358
fopt173278,INVx2_ASAP7_75t_SL,14454,36378
fopt173279,INVx2_ASAP7_75t_SL,14238,34488
fopt173311,BUFx3_ASAP7_75t_R,17640,19638
fopt173318,INVx1_ASAP7_75t_SL,35784,2088
fopt173319,BUFx3_ASAP7_75t_SL,35190,1548
fopt173320,HB1xp67_ASAP7_75t_SL,36810,1278
fopt173873,INVx1_ASAP7_75t_SL,37350,30978
fopt174830,INVx3_ASAP7_75t_SL,14238,34758
fopt174832,INVx1_ASAP7_75t_SL,15048,35838
fopt174833,BUFx2_ASAP7_75t_SL,14346,33948
fopt175575,INVx1_ASAP7_75t_SL,27792,6138
fopt176458,INVx1_ASAP7_75t_SL,38484,30168
fopt176651_dup,BUFx6f_ASAP7_75t_SL,8784,13428
fopt176671,INVx3_ASAP7_75t_SL,20340,35028
fopt177154,INVx2_ASAP7_75t_SL,28116,34758
fopt177156,BUFx3_ASAP7_75t_SL,27252,34758
fopt178088,INVx2_ASAP7_75t_SL,29088,7488
fopt178089,INVx1_ASAP7_75t_SL,29790,7488
fopt178139,BUFx3_ASAP7_75t_R,20286,19368
fopt178188,INVxp67_ASAP7_75t_SL,35568,2088
fopt178189,HB1xp67_ASAP7_75t_SL,37782,1818
fopt178204,INVx1_ASAP7_75t_SL,14184,35298
fopt178207,BUFx3_ASAP7_75t_SL,14346,35298
fopt179708,INVxp67_ASAP7_75t_SL,37944,31788
fopt179709,HB1xp67_ASAP7_75t_SL,37782,32328
fopt181935,INVx1_ASAP7_75t_R,16506,10458
fopt181975,INVx3_ASAP7_75t_SL,27900,5058
fopt181996,BUFx6f_ASAP7_75t_SL,16452,28548
fopt182304_dup188806,BUFx6f_ASAP7_75t_SL,9972,37188
fopt182409,INVx3_ASAP7_75t_SL,14670,36108
fopt182608,BUFx6f_ASAP7_75t_SL,17964,20178
fopt182915,INVxp67_ASAP7_75t_SL,28332,21798
fopt184226,INVx3_ASAP7_75t_SL,23202,26388
fopt184227,INVx3_ASAP7_75t_SL,23094,26118
fopt184617,INVxp67_ASAP7_75t_SL,42102,34758
fopt184619,INVxp67_ASAP7_75t_SL,36486,5598
fopt184937,BUFx6f_ASAP7_75t_SL,8514,13158
fopt185167,BUFx3_ASAP7_75t_R,24012,28548
fopt185394,BUFx3_ASAP7_75t_SL,21906,10728
fopt185483,BUFx3_ASAP7_75t_SL,24336,44208
fopt186117,INVx2_ASAP7_75t_SL,31572,6138
fopt188056,BUFx6f_ASAP7_75t_SL,12186,23958
fopt188067,INVx4_ASAP7_75t_SL,23094,18288
fopt188071,INVx2_ASAP7_75t_SL,20178,13158
fopt188226,INVxp67_ASAP7_75t_SL,30924,37998
fopt188811,BUFx6f_ASAP7_75t_SL,9810,36918
fopt188959,INVxp67_ASAP7_75t_SL,40158,24498
fopt189096,INVx1_ASAP7_75t_SL,17748,33948
fopt191528,INVx2_ASAP7_75t_SL,27630,6948
fopt191529,INVx4_ASAP7_75t_SL,29520,6948
fopt191858,INVxp67_ASAP7_75t_SL,18666,12078
fopt192214,HB1xp67_ASAP7_75t_SL,19260,7488
fopt192379,INVx1_ASAP7_75t_SL,31734,22608
fopt193817,INVx4_ASAP7_75t_SL,36324,33948
fopt193818,INVx4_ASAP7_75t_SL,36864,33678
fopt193864,BUFx3_ASAP7_75t_SL,30600,32058
fopt196699,HB1xp67_ASAP7_75t_SL,18666,8028
fopt196702,BUFx6f_ASAP7_75t_SL,18936,8568
fopt198341,INVx5_ASAP7_75t_SL,10080,37458
fopt198349,INVx2_ASAP7_75t_SL,10188,36648
fopt198736,BUFx6f_ASAP7_75t_SL,11214,12348
fopt198745,BUFx3_ASAP7_75t_SL,11214,11268
fopt198752,INVx5_ASAP7_75t_SL,3870,12078
fopt2,INVxp67_ASAP7_75t_SL,20070,34758
fopt200058,INVx1_ASAP7_75t_SL,14238,33678
fopt200240,INVx3_ASAP7_75t_SL,32976,8298
fopt200277,INVx4_ASAP7_75t_SL,33354,7218
fopt200350,INVx1_ASAP7_75t_SL,39186,30438
fopt200481,INVxp67_ASAP7_75t_SL,38808,24768
fopt200647,INVx1_ASAP7_75t_SL,28656,34218
fopt200648,INVx2_ASAP7_75t_SL,28440,34218
fopt200649,INVx2_ASAP7_75t_SL,28872,34758
fopt200829,INVx4_ASAP7_75t_SL,36162,16938
fopt201048,INVx4_ASAP7_75t_SL,30654,8838
fopt201049,INVx4_ASAP7_75t_SL,30978,8838
fopt202285,BUFx6f_ASAP7_75t_SL,30546,9108
fopt202291,BUFx6f_ASAP7_75t_SL,30384,9378
fopt202580,INVx1_ASAP7_75t_SL,24444,23688
fopt202581,INVx3_ASAP7_75t_SL,27846,22608
fopt205429,INVx3_ASAP7_75t_SL,24552,11808
fopt205430,INVx3_ASAP7_75t_SL,25686,9918
fopt212222,BUFx12f_ASAP7_75t_SL,38484,35838
fopt212236,BUFx3_ASAP7_75t_R,38106,31788
fopt212376,INVx4_ASAP7_75t_SL,38322,35568
fopt212592,INVx4_ASAP7_75t_SL,27414,39888
fopt212932,INVx3_ASAP7_75t_SL,39294,36648
fopt214310,INVx1_ASAP7_75t_SL,23526,17478
fopt218179,BUFx3_ASAP7_75t_SL,24390,23148
fopt223686,HB1xp67_ASAP7_75t_SL,22932,22338
fopt224452,INVx2_ASAP7_75t_SL,24120,23418
fopt224454,INVx2_ASAP7_75t_SL,22824,23418
fopt224459,INVx4_ASAP7_75t_SL,17964,39078
fopt224460,INVx4_ASAP7_75t_SL,17208,38538
fopt2363,INVx2_ASAP7_75t_SL,31896,4788
fopt3,INVxp33_ASAP7_75t_R,13482,25848
fopt60,INVxp33_ASAP7_75t_SL,33624,7488
fopt8,INVx1_ASAP7_75t_SL,35730,29628
g1,BUFx3_ASAP7_75t_R,8082,14508
g10,NOR2x1_ASAP7_75t_R,20286,26928
g100,AND3x1_ASAP7_75t_R,28332,7488
g102,OAI21xp33_ASAP7_75t_SL,30870,34758
g104,AOI211x1_ASAP7_75t_SL,30384,18828
g105,NAND3x1_ASAP7_75t_R,30276,21528
g108,BUFx3_ASAP7_75t_SL,15696,32058
g109,OAI211xp5_ASAP7_75t_SL,41994,32868
g11,NOR2x1_ASAP7_75t_R,37566,30438
g110,AOI221xp5_ASAP7_75t_SL,12942,20448
g111,AOI21xp5_ASAP7_75t_SL,14184,20178
g112,NAND2x1_ASAP7_75t_R,12402,19368
g113,O2A1O1Ixp33_ASAP7_75t_R,22014,23418
g114,INVx2_ASAP7_75t_SL,41292,34758
g116,INVx1_ASAP7_75t_R,10728,10998
g118,AOI22xp5_ASAP7_75t_SL,5652,11808
g12,AND3x1_ASAP7_75t_R,36702,28278
g121,A2O1A1Ixp33_ASAP7_75t_SL,19746,33408
g122,NAND2x1_ASAP7_75t_R,18612,33678
g123,OAI222xp33_ASAP7_75t_SL,32544,5328
g124,INVx1_ASAP7_75t_SL,33894,5328
g125,NAND2x1_ASAP7_75t_R,37998,9648
g126,AOI221xp5_ASAP7_75t_SL,21474,35568
g1282,AND2x2_ASAP7_75t_R,32274,35028
g1287,O2A1O1Ixp33_ASAP7_75t_SL,32166,36648
g129,AOI21xp33_ASAP7_75t_SL,14130,24768
g1292,NAND2x1_ASAP7_75t_R,31032,35028
g13,NAND2x1_ASAP7_75t_R,36864,32868
g130,AOI221xp5_ASAP7_75t_SL,32922,21258
g1300,AOI21xp5_ASAP7_75t_SL,28278,33408
g1306,AND2x2_ASAP7_75t_R,28008,32598
g131,NAND4xp25_ASAP7_75t_SL,32544,21258
g132,NAND4xp25_ASAP7_75t_SL,40860,34218
g1359,AND2x4_ASAP7_75t_R,37674,32058
g136,OAI211xp5_ASAP7_75t_SL,34002,4788
g1360,NOR2x1_ASAP7_75t_R,40860,33408
g1365,AND2x4_ASAP7_75t_R,42372,40698
g137,AOI211xp5_ASAP7_75t_SL,43128,33138
g138,OAI211xp5_ASAP7_75t_SL,41778,33138
g139,NAND2x1_ASAP7_75t_R,34920,4788
g14,AND2x2_ASAP7_75t_R,23202,23688
g140,AOI22xp5_ASAP7_75t_SL,5220,3978
g141,NAND2x1_ASAP7_75t_R,5166,10728
g144,NAND2x1_ASAP7_75t_R,29466,27198
g145,AOI22xp5_ASAP7_75t_SL,29304,27468
g15,NAND2x1_ASAP7_75t_R,23364,26118
g152426__2398,AOI22x1_ASAP7_75t_R,27522,14778
g152428__5107,AOI22x1_ASAP7_75t_R,26388,13698
g152430__6260,AOI22x1_ASAP7_75t_R,25416,14238
g152432__4319,AOI22x1_ASAP7_75t_R,25038,13698
g152434__8428,AOI22x1_ASAP7_75t_R,24876,14238
g152436__5526,NAND2x1_ASAP7_75t_R,26712,14508
g152438__6783,AOI22x1_ASAP7_75t_R,25254,14778
g152440__3680,AOI22x1_ASAP7_75t_R,24498,15588
g152442__1617,AOI22x1_ASAP7_75t_R,26064,15318
g152444__2802,AOI22x1_ASAP7_75t_R,24984,15858
g152446__1705,NAND2x1_ASAP7_75t_R,28332,15048
g152448__5122,NAND2x1_ASAP7_75t_R,28062,14238
g152450__8246,NAND2x1_ASAP7_75t_R,28008,13698
g152452__7098,NAND2x1_ASAP7_75t_R,27306,13428
g152454__6131,NAND2x1_ASAP7_75t_R,27090,12888
g152456__1881,NAND2x1_ASAP7_75t_R,26712,12888
g152458__5115,AOI22x1_ASAP7_75t_R,26226,12348
g152460__7482,AOI22x1_ASAP7_75t_R,27306,10188
g152462__4733,AOI22x1_ASAP7_75t_R,26820,10728
g152464__6161,AOI22x1_ASAP7_75t_R,25956,11268
g152466__9315,AOI22x1_ASAP7_75t_R,25308,12618
g152468__9945,AOI22x1_ASAP7_75t_R,25146,10998
g152470__2883,AOI22x1_ASAP7_75t_R,24552,11268
g152472__2346,AOI22x1_ASAP7_75t_R,24012,11268
g152474__1666,NAND2x1_ASAP7_75t_R,27306,3708
g152476__7410,NAND2x1_ASAP7_75t_R,26982,3708
g152478__6417,NAND2x1_ASAP7_75t_R,27630,3708
g152480__5477,NAND2x1_ASAP7_75t_R,28062,3438
g152482__2398,NAND2x1_ASAP7_75t_R,28602,3168
g152484__5107,NAND2x1_ASAP7_75t_R,28926,2898
g152486__6260,NAND2x1_ASAP7_75t_R,39618,3168
g152488__4319,NAND2x1_ASAP7_75t_R,43182,3168
g152490__8428,NAND2x1_ASAP7_75t_R,43074,3438
g152492__5526,NAND2x1_ASAP7_75t_R,43506,3168
g152494__6783,NAND2x1_ASAP7_75t_R,43722,3978
g152496__3680,NAND2x1_ASAP7_75t_R,43668,4248
g152498__1617,AOI22x1_ASAP7_75t_R,43884,5598
g152500__2802,AOI22x1_ASAP7_75t_R,43884,6678
g152502__1705,AOI22x1_ASAP7_75t_R,43992,7218
g152504__5122,AOI22x1_ASAP7_75t_R,44046,9108
g152506__8246,AOI22x1_ASAP7_75t_R,43452,9108
g152508__7098,AOI22x1_ASAP7_75t_R,42696,9108
g152510__6131,AOI22x1_ASAP7_75t_R,42048,8298
g152512__1881,AOI22x1_ASAP7_75t_R,41508,7758
g152514__5115,AOI22x1_ASAP7_75t_R,41346,9378
g152516__7482,AOI22x1_ASAP7_75t_R,40806,10998
g152518__4733,AOI22x1_ASAP7_75t_R,43182,10458
g152520__6161,AOI22x1_ASAP7_75t_R,43722,10458
g152522__9315,AOI22x1_ASAP7_75t_R,43020,7758
g152524__9945,AOI22x1_ASAP7_75t_R,42264,7218
g152526__2883,AOI22x1_ASAP7_75t_R,41886,6408
g152528__2346,AOI22x1_ASAP7_75t_R,41508,5328
g152530__1666,NAND2x1_ASAP7_75t_R,41562,4788
g152532__7410,NAND2x1_ASAP7_75t_R,41022,4518
g152534__6417,NAND2x1_ASAP7_75t_R,40590,4518
g152536__5477,NAND2x1_ASAP7_75t_R,39888,3978
g152538__2398,AOI22x1_ASAP7_75t_R,39348,4788
g152540__5107,AOI22x1_ASAP7_75t_R,38970,5328
g152542__6260,AOI22x1_ASAP7_75t_R,38646,4788
g152544__4319,AOI22x1_ASAP7_75t_R,39186,3438
g152546__8428,AOI22x1_ASAP7_75t_R,38700,3168
g152548__5526,AOI22x1_ASAP7_75t_R,38052,3168
g152550__6783,AOI22x1_ASAP7_75t_R,37458,3168
